Cluster,Size,Percentage,Churn_Rate,Avg_Tenure,Avg_MonthlyCharges,Avg_TotalCharges,Segment_Name
0,3978,56.48161294902741,29.688285570638513,-0.5144260413937515,-0.6240550484399134,-0.6963716230743235,Budget Conscious (Low Spenders)
1,3065,43.51838705097259,22.446982055464925,0.6570051366743896,0.7971173516453652,0.884043570968921,Budget Conscious (Low Spenders)
